bin,doitt_id,created_date,last_edited_date,planimetrics_height
5156879,1288089,2018-12-17,2018-12-17,39.10217541
5168749,1287980,2018-12-11,2021-10-20,42.46786920
5169345,1284541,2018-05-02,2018-05-02,33.71295822
5139624,1286548,2018-09-05,2018-09-05,17.86286152
5166155,1289973,2019-07-05,2022-10-31,201.02256922
5165802,1286617,2018-09-10,2018-09-10,26.70119044
5164743,1286765,2018-09-19,2018-09-19,34.40873170
5164745,1286767,2018-09-19,2018-09-19,30.58032571
5164749,1286771,2018-09-19,2018-09-19,31.38115605
5170513,1284486,2018-04-25,2018-12-07,10.95888429
5069635,1286552,2018-09-05,2018-09-05,19.51460566
5166022,1286448,2018-08-28,2018-08-28,33.51655199
5171489,1285862,2018-07-27,2018-12-24,21.01871753
5158811,1287503,2018-10-30,2018-10-30,27.99044170
5166855,1287509,2018-10-30,2018-10-30,34.14120376
5171160,1287520,2018-10-30,2018-10-30,16.03926293
5171243,1287527,2018-10-30,2018-10-30,23.06397711
5048690,1286032,2018-08-08,2018-08-08,29.49771429
5169222,1276825,,2017-08-10,7.00317654
5166474,1272633,,2017-08-10,34.81098589
5166301,1272451,,2018-09-05,35.82694058
5164916,1272456,,2018-07-27,30.67573526
5164593,1273113,,2018-06-14,37.84143038
5159040,1285582,2018-07-09,2018-12-07,27.39659805
5169151,1285585,2018-07-09,2018-07-09,28.93755104
5169147,1285586,2018-07-09,2018-07-09,21.15241627
5041793,1285652,2018-07-11,2018-07-11,32.41463901
5799505,1282176,2017-09-07,2017-09-07,22.36227911
5164374,1285576,2018-07-09,2018-12-07,33.96434096
5164373,1285577,2018-07-09,2018-07-09,38.28121587
5159043,1285578,2018-07-09,2018-07-09,38.76515799
5075123,1285983,2018-08-06,2021-02-23,33.70000455
5170004,1281512,2017-07-11,2017-08-22,22.38517622
5158282,1281520,2017-07-12,2017-08-22,35.43539650
5148700,1281580,2017-07-19,2017-08-22,31.01373613
5148713,1281629,2017-07-19,2017-08-22,32.67321055
5148715,1281627,2017-07-19,2017-08-22,31.77744331
5159142,1262340,,2018-12-07,34.34472093
5151744,1288953,2019-04-01,2019-08-16,48.23483687
5171919,1291326,2019-11-22,2020-04-16,13.20055590
5164546,1288243,2019-01-17,2021-06-07,34.14076861
5164539,1288248,2019-01-17,2021-06-07,35.40507528
5172075,1294645,2021-06-09,2021-06-21,36.01199200
5082355,1285324,2018-06-28,2018-06-28,36.94575595
5167654,1284353,2018-04-17,2018-04-17,32.28379293
5170529,1284421,2018-04-23,2018-04-23,33.29548421
5159010,1281955,2017-08-15,2018-12-07,33.63584991
5165072,1281969,2017-08-17,2017-08-17,36.72837602
5023333,1285112,2018-06-14,2018-06-14,45.83601683
5045421,1285120,2018-06-14,2018-06-14,33.79152925
5166729,1285121,2018-06-14,2018-06-14,31.47278755
5164129,1285073,2018-06-08,2018-06-08,33.00895532
5164131,1285075,2018-06-08,2018-06-08,39.86008023
5054282,1286890,2018-09-26,2019-03-15,31.18193413
5166479,1272638,,2017-08-10,38.43615132
5166481,1272631,,2017-08-10,36.23870174
5171166,1287050,2018-10-04,2018-10-04,20.03827210
5169530,1284545,2018-05-02,2018-05-02,32.53811837
5062071,1286591,2018-09-07,2018-09-07,26.00256016
5170744,1284588,2018-05-07,2018-05-10,19.35620665
5164816,1284641,2018-05-11,2018-05-11,31.81875578
5164815,1284642,2018-05-11,2018-05-11,30.55958499
5171476,1286889,2018-09-26,2018-12-24,39.11854554
5165117,1286927,2018-09-28,2018-09-28,34.16100883
5799502,1286523,2018-09-04,2018-12-07,34.22987609
5170488,1284478,2018-04-25,2018-04-25,46.26460598
5127312,1286802,2018-09-19,2018-09-19,19.69508911
5127313,1286803,2018-09-19,2018-09-19,19.69508911
5036681,1286545,2018-09-05,2018-09-05,24.61631960
5166020,1286445,2018-08-28,2018-08-28,34.11390538
5164984,1286451,2018-08-28,2018-08-28,17.18416808
5166849,1287508,2018-10-30,2018-10-30,27.20897578
5166852,1287513,2018-10-30,2018-10-30,39.86795002
5166851,1287514,2018-10-30,2018-10-30,41.57352072
5164887,1287522,2018-10-30,2018-10-30,40.79316732
5164755,1272441,,2018-08-03,35.60592521
5164554,1272442,,2018-08-03,35.60592521
5158975,1272454,,2018-07-25,35.32169522
5164915,1272459,,2018-07-27,30.23039392
5166626,1272982,,2018-06-14,30.89211214
5157830,1257779,,2017-08-17,35.89295237
5159041,1285580,2018-07-09,2018-07-09,39.68234253
5171298,1285593,2018-07-09,2018-11-14,36.15083709
5080269,1285596,2018-07-09,2018-07-09,38.02053232
5159101,1282565,2017-10-04,2017-10-04,35.67072245
5166657,1281988,2017-08-21,2017-08-22,35.86171869
5170702,1285549,2018-07-06,2018-07-06,30.97829602
5162251,1285560,2018-07-06,2018-07-06,34.80665509
5148694,1281593,2017-07-19,2017-08-22,34.14395905
5148707,1281635,2017-07-19,2017-08-22,32.74461574
5164852,1284827,2018-05-21,2018-05-21,33.94255882
5164821,1264435,,2018-08-08,29.49771429
5159137,1262343,,2018-12-07,35.46908563
5159136,1262344,,2018-12-07,35.82379172
5165087,1263983,,2018-07-12,28.15987255
5157073,1289061,2019-04-09,2019-08-16,9.99706679
5167676,1288716,2019-03-14,2019-08-16,18.68920351
5105346,1290944,2019-10-21,2019-12-05,31.39911441
5126605,1285694,2018-07-13,2019-01-24,37.94592286
5175242,1296152,2021-12-16,2023-06-12,31.02935391
5170536,1273290,,2019-10-24,42.44228255
5166659,1272983,,2018-06-14,30.16800089
5171923,1291946,2020-01-29,2020-01-29,15.23971025
5164547,1288245,2019-01-17,2021-06-07,33.00196695
5084690,1294067,2021-03-02,2021-09-01,20.98382939
5158987,1282563,2017-10-04,2019-01-22,52.31715068
5170654,1284333,2018-04-13,2024-02-28,32.77038176
5169750,1293823,2021-01-21,2021-01-21,35.42913006
5167636,1284361,2018-04-17,2018-04-17,32.35929303
5164379,1284425,2018-04-23,2018-04-23,29.58152623
5159015,1281960,2017-08-15,2018-12-07,34.32438866
5015180,1285109,2018-06-14,2018-06-14,50.51278386
5161230,1285179,2018-06-19,2018-06-19,40.31282010
5164130,1285074,2018-06-08,2018-06-08,39.37754171
5166488,1272642,,2018-12-07,34.58988646
5166486,1272645,,2018-12-07,33.75268037
5166570,1272682,,2018-08-03,33.96177165
5169496,1287979,2018-12-11,2021-10-20,42.60072784
5169033,1287384,2018-10-11,2018-10-11,26.37000704
5168565,1287044,2018-10-04,2018-10-04,36.86338816
5165203,1287045,2018-10-04,2018-10-04,36.86338816
5164935,1287048,2018-10-04,2018-10-04,30.75887184
5089051,1286607,2018-09-10,2018-09-10,37.60605451
5164818,1284640,2018-05-11,2018-05-11,27.30453335
5164747,1286769,2018-09-19,2018-09-19,31.96745271
5799504,1286526,2018-09-04,2018-12-07,32.33522317
5158649,1285949,2018-08-02,2018-08-02,39.00694515
5171481,1285951,2018-08-02,2018-12-26,34.46538135
5127314,1286804,2018-09-19,2018-09-19,19.69508911
5799523,1286538,2018-09-04,2018-12-07,40.66978656
5109468,1286553,2018-09-05,2018-12-07,38.49597001
5171488,1285863,2018-07-27,2018-12-24,12.47195424
5171487,1285864,2018-07-27,2018-12-24,12.47195424
5166377,1285679,2018-07-12,2018-07-12,33.36193040
5164385,1287488,2018-10-29,2018-10-29,44.65908992
5158810,1287507,2018-10-30,2018-10-30,28.89746591
5166853,1287512,2018-10-30,2018-10-30,38.39187221
5164889,1287521,2018-10-30,2018-10-30,36.42583125
5171161,1287524,2018-10-30,2018-10-30,18.25884987
5166660,154732,,2019-12-05,35.27787237
5170117,1282450,2017-09-28,2017-10-18,15.77140000
5166914,1282506,2017-10-03,2018-12-07,38.78983154
5169741,1276565,,2017-09-07,18.96763105
5166307,1272449,,2018-07-25,38.18714400
5158974,1272455,,2018-07-25,35.32169522
5157829,1257785,,2017-08-17,35.89295237
5157827,1257786,,2017-08-17,37.64709054
5157831,1257778,,2017-08-17,37.39861258
5159082,1262299,,2017-11-17,36.04248585
5164397,1285595,2018-07-09,2018-07-09,37.16846686
5158769,1285615,2018-07-09,2018-07-09,34.66722642
5162677,1285616,2018-07-09,2018-07-09,21.81930535
5164238,1285618,2018-07-09,2018-07-09,37.48657200
5164894,1282218,2017-09-12,2017-09-12,28.91986310
5164903,1282219,2017-09-12,2017-09-12,28.18434615
5148864,1282270,2017-09-15,2017-09-15,35.68309233
5148863,1282271,2017-09-15,2017-09-15,35.68309233
5165091,1282074,2017-08-31,2017-08-31,35.84038155
5164817,1285559,2018-07-06,2018-07-06,34.80665509
5162249,1285573,2018-07-09,2018-07-09,30.83264418
5148717,1281624,2017-07-19,2021-02-23,33.12415260
5158973,1281505,2017-07-10,2017-08-22,0.77597886
5169982,1281521,2017-07-12,2017-08-22,34.52100026
5148701,1281579,2017-07-19,2017-08-22,32.31300576
5148714,1281628,2017-07-19,2017-08-22,32.67321055
5165172,1281368,2017-06-23,2017-08-22,35.97862943
5159562,1291078,2019-10-31,2019-12-05,39.70413904
5144501,1281389,2017-06-28,2017-08-17,12.28231707
5166152,1281391,2017-06-28,2017-08-22,35.51275262
5166271,1272641,,2019-04-01,38.43615132
5171984,1283949,2018-02-22,2021-06-25,37.57037689
5169201,1292161,2020-02-26,2020-02-26,37.07543873
5171937,1290873,2019-10-16,2020-05-13,31.19942222
5165200,1290858,2019-10-15,2019-12-05,41.27205161
5172051,1293365,2020-11-05,2020-11-05,37.79071549
5122848,1294426,2021-05-07,2021-05-07,27.02740001
5171291,1287741,2018-11-23,2019-01-22,47.71193152
5165933,1264504,,2019-01-22,63.50643572
5170825,1292807,2020-08-07,2020-08-07,32.19009497
5164540,1288247,2019-01-17,2021-06-07,35.40507528
5167656,1284356,2018-04-17,2018-04-17,33.95743588
5164377,1284422,2018-04-23,2018-04-23,33.29548421
5164378,1284424,2018-04-23,2018-04-23,29.58152623
5159016,1281961,2017-08-15,2018-12-07,35.47564169
5162226,1281813,2017-08-01,2017-08-22,29.64054933
5064681,1285117,2018-06-14,2018-06-14,31.37348189
5164396,1285123,2018-06-14,2018-06-14,34.59946558
5164395,1285124,2018-06-14,2018-06-14,33.91814546
5161229,1285180,2018-06-19,2018-06-19,36.80130960
5164128,1285072,2018-06-08,2018-06-08,33.05321989
5166480,1272636,,2017-08-10,36.23870174
5166485,1272643,,2017-08-10,36.05150408
5171164,1287047,2018-10-04,2018-10-04,30.75887184
5170594,1286986,2018-10-03,2018-10-03,31.20795813
5170595,1286987,2018-10-03,2018-10-03,16.93148540
5073197,1286562,2018-09-06,2018-09-06,18.53961991
5087028,1286894,2018-09-26,2018-09-26,22.75938110
5170614,1284477,2018-04-25,2018-05-02,21.23659348
5164594,1285926,2018-07-31,2018-07-31,36.99824603
5166395,1285950,2018-08-02,2018-12-26,34.73521750
5158272,1286401,2018-08-27,2018-08-27,38.60649016
5158269,1286406,2018-08-27,2018-08-27,38.53760148
5164980,1286454,2018-08-28,2018-08-28,36.15725282
5044235,1285857,2018-07-26,2018-07-26,34.88167692
5158554,1285858,2018-07-26,2018-12-07,26.87678801
5171486,1285865,2018-07-27,2018-12-26,9.34877206
5166848,1287510,2018-10-30,2018-10-30,34.84635191
5166850,1287515,2018-10-30,2018-10-30,36.79630465
5170532,1287523,2018-10-30,2018-10-30,10.90232626
5169015,1283760,2018-02-12,2019-10-23,36.80859673
5157664,1288186,2019-01-03,2019-01-03,33.52309142
5170557,1288190,2019-01-03,2019-01-03,32.56587138
5171479,1286030,2018-08-08,2018-12-24,35.19679176
5155083,1272897,,2017-08-10,12.48779627
5166476,1272639,,2017-08-10,34.81098589
5166475,1272640,,2017-08-10,34.81098589
5159081,1262300,,2017-11-17,36.04248585
5164552,1272446,,2018-08-03,31.67795893
5164553,1272448,,2018-08-03,38.07136458
5159316,1272452,,2018-09-05,35.82694058
5164936,1272981,,2017-08-22,34.31248874
5159084,1262297,,2017-11-17,31.27036574
5159661,1285588,2018-07-09,2018-07-09,14.17571339
5159100,1282566,2017-10-04,2017-10-04,35.67072245
5042981,1285562,2018-07-06,2018-07-06,30.30703741
5148702,1281577,2017-07-19,2017-08-22,32.31300576
5169907,1281405,2017-06-29,2017-08-22,36.73930268
5159141,1262341,,2018-12-07,36.53320390
5153475,1291199,2019-11-12,2021-10-01,16.65408006
5169901,1291169,2019-11-08,2019-12-05,38.52712967
5165322,1288297,2019-01-28,2023-07-07,13.03818503
5166305,1288300,2019-01-28,2019-08-16,47.29156087
5171851,1288903,2019-03-28,2019-08-16,11.57876000
5169228,1288703,2019-03-14,2019-08-16,37.51974078
5169045,1288696,2019-03-14,2019-08-16,38.33732691
5037186,1293855,2021-01-26,2022-07-14,52.81429752
5141150,905051,,2018-07-19,28.17425144
5171360,1287804,2018-11-26,2019-01-22,40.22005646
5159977,1254713,,2019-10-16,6.54265308
5172030,1291305,2019-11-21,2020-07-15,31.43178062
5171653,1294463,2021-05-15,2021-05-21,46.60161143
5172069,1294320,2021-04-20,2021-06-03,13.51039613
5159332,1285557,2018-07-06,2024-05-17,56.23190008
5165013,1283966,2018-02-22,2018-02-22,28.44223756
5164534,1283971,2018-02-22,2018-02-22,35.74399115
5167655,1284355,2018-04-17,2018-04-17,32.28379293
5167657,1284357,2018-04-17,2018-04-17,33.95743588
5167659,1284359,2018-04-17,2018-04-17,34.90076191
5159013,1281958,2017-08-15,2018-12-07,36.93669001
5148704,1281638,2017-07-19,2017-08-22,32.47209449
5113073,1285108,2018-06-14,2018-06-14,71.55270996
5165171,1281367,2017-06-23,2021-02-23,36.49459433
5164132,1285076,2018-06-08,2018-12-07,39.36993316
5166483,1272635,,2017-08-10,36.23870174
5166487,1272644,,2018-12-07,32.29840584
5160995,1272681,,2018-08-03,33.69879024
5171162,1287392,2018-10-11,2018-10-11,26.93927677
5164934,1287049,2018-10-04,2018-10-04,32.68315279
5169533,1284542,2018-05-02,2018-05-02,36.40859390
5165074,1286891,2018-09-26,2018-12-07,31.18193413
5164748,1286770,2018-09-19,2018-09-19,31.81196867
5164750,1286772,2018-09-19,2018-09-19,31.22567201
5799509,1286530,2018-09-04,2018-12-07,19.67328155
5165827,1284484,2018-04-25,2018-04-25,35.67585779
5165037,1285915,2018-07-30,2018-07-30,40.98523375
5065532,1285923,2018-07-31,2018-12-07,35.02495812
5087752,1285948,2018-08-02,2018-08-02,36.21689951
5799515,1286533,2018-09-04,2018-12-07,21.56519627
5125571,1286551,2018-09-05,2018-09-05,17.89576062
5158270,1286405,2018-08-27,2018-12-07,38.50969892
5166021,1286446,2018-08-28,2018-08-28,32.78274767
5164982,1286450,2018-08-28,2018-08-28,34.11274817
5045959,1285832,2018-07-25,2018-07-25,21.42226181
5084328,1285851,2018-07-26,2018-07-26,32.15844595
5158812,1287506,2018-10-30,2018-10-30,27.43908621
5166854,1287511,2018-10-30,2018-10-30,33.40836482
5164888,1287519,2018-10-30,2018-10-30,38.70761719
5170592,1286294,2018-08-22,2018-08-22,44.14373084
